2026-06-09 09:24:52.296 [restartedMain] WARN  o.s.b.w.s.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.support.BeanDefinitionOverrideException: Invalid bean definition with name 'springSecurityFilterChain' defined in class path resource [project/security/config_security/SpringSecurityConfig.class]: Cannot register bean definition [Root bean: class=null; scope=; abstract=false; lazyInit=null; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; fallback=false; factoryBeanName=springSecurityConfig; factoryMethodName=springSecurityFilterChain; initMethodNames=null; destroyMethodNames=[(inferred)]; defined in class path resource [project/security/config_security/SpringSecurityConfig.class]] for bean 'springSecurityFilterChain' since there is already [Root bean: class=null; scope=; abstract=false; lazyInit=null; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; fallback=false; factoryBeanName=org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration; factoryMethodName=springSecurityFilterChain; initMethodNames=null; destroyMethodNames=[(inferred)]; defined in class path resource [org/springframework/security/config/annotation/web/configuration/WebSecurityConfiguration.class]] bound.
2026-06-09 12:41:34.923 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 12:41:34.996 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 12:42:26.292 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 12:42:28.706 [restartedMain] WARN  o.s.b.w.s.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'authController' defined in file [D:\HOC_LAP_TRINH\JavaWebService\Job_Matching_and_Recruitment_System\build\classes\java\main\project\controller\AuthController.class]: Unsatisfied dependency expressed through constructor parameter 0: No qualifying bean of type 'project.service.UserService' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {}
2026-06-09 12:46:01.822 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 12:46:05.626 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 12:46:05.740 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 12:47:16.472 [http-nio-8080-exec-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.security.authentication.BadCredentialsException: Sai email or password !]
2026-06-09 12:48:05.253 [http-nio-8080-exec-4] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JWTResponse>> project.controller.AuthController.login(project.model.dto.request.LoginDTO) with 2 errors: [Field error in object 'loginDTO' on field 'password': rejected value []; codes [NotBlank.loginDTO.password,NotBlank.password,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginDTO.password,password]; arguments []; default message [password]]; default message [Không được để trống password !]] [Field error in object 'loginDTO' on field 'email': rejected value []; codes [NotBlank.loginDTO.email,NotBlank.email,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [loginDTO.email,email]; arguments []; default message [email]]; default message [Không được để trống email !]] ]
2026-06-09 13:36:55.444 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 13:36:56.886 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 13:36:56.935 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 13:40:17.055 [http-nio-8080-exec-7] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: Required request body is missing: public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<java.lang.Boolean>> project.controller.AuthController.logout(project.model.dto.request.LogoutRequest,java.lang.String)]
2026-06-09 13:40:32.596 [http-nio-8080-exec-10] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingRequestHeaderException: Required request header 'Authorization' for method parameter type String is not present]
2026-06-09 13:40:38.668 [http-nio-8080-exec-5] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingRequestHeaderException: Required request header 'Authorization' for method parameter type String is not present]
2026-06-09 13:43:19.163 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 13:43:20.318 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 13:43:20.359 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 13:43:35.856 [http-nio-8080-exec-1] WARN  org.hibernate.orm.jdbc.error - HHH000247: ErrorCode: 3819, SQLState: HY000
2026-06-09 13:43:35.856 [http-nio-8080-exec-1] WARN  org.hibernate.orm.jdbc.error - Check constraint 'users_chk_1' is violated.
2026-06-09 13:43:41.085 [http-nio-8080-exec-5] WARN  org.hibernate.orm.jdbc.error - HHH000247: ErrorCode: 3819, SQLState: HY000
2026-06-09 13:43:41.085 [http-nio-8080-exec-5] WARN  org.hibernate.orm.jdbc.error - Check constraint 'users_chk_1' is violated.
2026-06-09 13:54:03.485 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 13:54:04.848 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 13:54:04.921 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:14:11.337 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:14:12.636 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:14:12.715 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:19:36.651 [http-nio-8080-exec-5] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'POST' is not supported]
2026-06-09 23:19:48.585 [http-nio-8080-exec-7] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updatePatchJobPosting(project.model.dto.request.JobPostingDTO,long) with 3 errors: [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [NotNull.jobPostingDTO.status,NotNull.status,NotNull.project.model.entity.enum_type.JobStatusEnum,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Không được để trống trạng thái !]] [Field error in object 'jobPostingDTO' on field 'description': rejected value [null]; codes [NotBlank.jobPostingDTO.description,NotBlank.description,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.description,description]; arguments []; default message [description]]; default message [Không được để trống mô tả !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnum.jobPostingDTO.status,ValidJobStatusEnum.status,ValidJobStatusEnum.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnum]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 2 trạng thái tin ( DRAFT , PENDING_APPROVAL) !]] ]
2026-06-09 23:19:53.866 [http-nio-8080-exec-2] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updateJobPosting(project.model.dto.request.JobPostingDTO,long) with 3 errors: [Field error in object 'jobPostingDTO' on field 'description': rejected value [null]; codes [NotBlank.jobPostingDTO.description,NotBlank.description,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.description,description]; arguments []; default message [description]]; default message [Không được để trống mô tả !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnum.jobPostingDTO.status,ValidJobStatusEnum.status,ValidJobStatusEnum.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnum]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 2 trạng thái tin ( DRAFT , PENDING_APPROVAL) !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [NotNull.jobPostingDTO.status,NotNull.status,NotNull.project.model.entity.enum_type.JobStatusEnum,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Không được để trống trạng thái !]] ]
2026-06-09 23:21:51.552 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:21:51.862 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:21:51.936 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:26:11.234 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:26:11.657 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:26:11.708 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:26:13.620 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:26:13.770 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:26:13.805 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:26:26.448 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:26:26.919 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:26:27.061 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:26:29.931 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:26:30.403 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:26:30.515 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:27:44.400 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:27:44.917 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:27:44.989 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:27:46.923 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:27:47.082 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:27:47.116 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:28:10.688 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:28:10.932 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:28:10.973 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:28:29.133 [http-nio-8080-exec-5] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updateJobPosting(project.model.dto.request.JobPostingDTO,long) with 3 errors: [Field error in object 'jobPostingDTO' on field 'description': rejected value [null]; codes [NotBlank.jobPostingDTO.description,NotBlank.description,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.description,description]; arguments []; default message [description]]; default message [Không được để trống mô tả !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnum.jobPostingDTO.status,ValidJobStatusEnum.status,ValidJobStatusEnum.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnum]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 2 trạng thái tin ( DRAFT , PENDING_APPROVAL) !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [NotNull.jobPostingDTO.status,NotNull.status,NotNull.project.model.entity.enum_type.JobStatusEnum,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Không được để trống trạng thái !]] ]
2026-06-09 23:28:35.503 [http-nio-8080-exec-7] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updatePatchJobPosting(project.model.dto.request.JobPostingUpdateDTO,long): [Field error in object 'jobPostingUpdateDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnumUpdate.jobPostingUpdateDTO.status,ValidJobStatusEnumUpdate.status,ValidJobStatusEnumUpdate.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnumUpdate]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingUpdateDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 3 trạng thái tin ( DRAFT , PENDING_APPROVAL , CLOSED) !]] ]
2026-06-09 23:30:54.593 [http-nio-8080-exec-9] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updatePatchJobPosting(project.model.dto.request.JobPostingUpdateDTO,long): [Field error in object 'jobPostingUpdateDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnumUpdate.jobPostingUpdateDTO.status,ValidJobStatusEnumUpdate.status,ValidJobStatusEnumUpdate.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnumUpdate]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingUpdateDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 3 trạng thái tin ( DRAFT , PENDING_APPROVAL , CLOSED) !]] ]
2026-06-09 23:30:55.471 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-09 23:30:55.720 [restartedMain] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
2026-06-09 23:30:55.762 [restartedMain] WARN  o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-09 23:31:04.701 [http-nio-8080-exec-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updateJobPosting(project.model.dto.request.JobPostingDTO,long) with 3 errors: [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [ValidJobStatusEnum.jobPostingDTO.status,ValidJobStatusEnum.status,ValidJobStatusEnum.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnum]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 2 trạng thái tin ( DRAFT , PENDING_APPROVAL) !]] [Field error in object 'jobPostingDTO' on field 'status': rejected value [null]; codes [NotNull.jobPostingDTO.status,NotNull.status,NotNull.project.model.entity.enum_type.JobStatusEnum,NotNull]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Không được để trống trạng thái !]] [Field error in object 'jobPostingDTO' on field 'description': rejected value [null]; codes [NotBlank.jobPostingDTO.description,NotBlank.description,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.description,description]; arguments []; default message [description]]; default message [Không được để trống mô tả !]] ]
2026-06-09 23:32:13.295 [http-nio-8080-exec-4] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public org.springframework.http.ResponseEntity<project.model.dto.response.ApiDataResponse<project.model.dto.response.JobPostingResponse>> project.controller.EmployerController.updateJobPosting(project.model.dto.request.JobPostingDTO,long): [Field error in object 'jobPostingDTO' on field 'status': rejected value [APPROVED]; codes [ValidJobStatusEnum.jobPostingDTO.status,ValidJobStatusEnum.status,ValidJobStatusEnum.project.model.entity.enum_type.JobStatusEnum,ValidJobStatusEnum]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [jobPostingDTO.status,status]; arguments []; default message [status]]; default message [Bạn chỉ được chọn giữa 2 trạng thái tin ( DRAFT , PENDING_APPROVAL) !]] ]
2026-06-09 23:34:03.988 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
